ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code,month,weekday
RID100203,2023-01-15 18:45:09.181836367,2023-01-15 19:22:09.181836367,37,Station B,Station D,casual,Downtown,60601,January,Sunday
RID100204,2023-01-15 20:30:00.360072014,2023-01-15 20:35:00.360072014,5,Station B,Station C,member,Downtown,60601,January,Sunday
RID100205,2023-01-15 22:14:51.538307661,2023-01-15 22:45:51.538307661,31,Station B,Station D,member,Downtown,60614,January,Sunday
RID100206,2023-01-15 23:59:42.716543308,2023-01-16 00:55:42.716543308,56,Station B,Station B,member,Wicker Park,60615,January,Sunday
RID100207,2023-01-16 01:44:33.894778956,2023-01-16 02:01:33.894778956,17,Station D,Station B,casual,Downtown,60615,January,Monday
RID100208,2023-01-16 03:29:25.073014603,2023-01-16 04:14:25.073014603,45,Station B,Station C,casual,Wicker Park,60622,January,Monday
RID100209,2023-01-16 05:14:16.251250250,2023-01-16 05:21:16.251250250,7,Station D,Station B,member,Lincoln Park,60614,January,Monday
RID100210,2023-01-16 06:59:07.429485897,2023-01-16 07:42:07.429485897,43,Station A,Station B,casual,Wicker Park,60615,January,Monday
RID100211,2023-01-16 08:43:58.607721544,2023-01-16 08:53:58.607721544,10,Station C,Station D,casual,Downtown,60622,January,Monday
RID100212,2023-01-16 10:28:49.785957191,2023-01-16 10:40:49.785957191,12,Station D,Station A,member,Lincoln Park,60622,January,Monday
RID100213,2023-01-16 12:13:40.964192838,2023-01-16 12:44:40.964192838,31,Station A,Station B,member,Wicker Park,60601,January,Monday
RID100214,2023-01-16 13:58:32.142428485,2023-01-16 14:11:32.142428485,13,Station A,Station B,casual,Wicker Park,60614,January,Monday
RID100215,2023-01-16 15:43:23.320664133,2023-01-16 16:24:23.320664133,41,Station D,Station C,casual,Hyde Park,60615,January,Monday
RID100216,2023-01-16 17:28:14.498899780,2023-01-16 18:05:14.498899780,37,Station A,Station C,casual,Lincoln Park,60614,January,Monday
RID100217,2023-01-16 19:13:05.677135427,2023-01-16 20:08:05.677135427,55,Station A,Station D,member,Hyde Park,60614,January,Monday
RID100218,2023-01-16 20:57:56.855371074,2023-01-16 21:43:56.855371074,46,Station D,Station D,member,Lincoln Park,60615,January,Monday
RID100219,2023-01-16 22:42:48.033606721,2023-01-16 23:30:48.033606721,48,Station A,Station B,casual,Wicker Park,60615,January,Monday
RID100220,2023-01-17 00:27:39.211842368,2023-01-17 00:55:39.211842368,28,Station B,Station A,member,Hyde Park,60614,January,Tuesday
RID100221,2023-01-17 02:12:30.390078015,2023-01-17 02:31:30.390078015,19,Station B,Station A,member,Downtown,60622,January,Tuesday
RID100222,2023-01-17 03:57:21.568313662,2023-01-17 04:55:21.568313662,58,Station C,Station D,casual,Wicker Park,60614,January,Tuesday
RID100223,2023-01-17 05:42:12.746549310,2023-01-17 06:18:12.746549310,36,Station A,Station C,casual,Lincoln Park,60615,January,Tuesday
RID100224,2023-01-17 07:27:03.924784957,2023-01-17 08:03:03.924784957,36,Station C,Station B,member,Lincoln Park,60614,January,Tuesday
RID100225,2023-01-17 09:11:55.103020604,2023-01-17 09:39:55.103020604,28,Station B,Station B,member,Hyde Park,60615,January,Tuesday
RID100226,2023-01-17 10:56:46.281256251,2023-01-17 11:41:46.281256251,45,Station B,Station A,casual,Hyde Park,60622,January,Tuesday
RID100227,2023-01-17 12:41:37.459491898,2023-01-17 13:37:37.459491898,56,Station B,Station D,member,Lincoln Park,60614,January,Tuesday
RID100228,2023-01-17 14:26:28.637727545,2023-01-17 15:19:28.637727545,53,Station A,Station A,member,Wicker Park,60622,January,Tuesday
RID100229,2023-01-17 16:11:19.815963192,2023-01-17 17:04:19.815963192,53,Station A,Station A,casual,Hyde Park,60614,January,Tuesday
RID100230,2023-01-17 17:56:10.994198839,2023-01-17 18:52:10.994198839,56,Station B,Station D,casual,Downtown,60614,January,Tuesday
RID100231,2023-01-17 19:41:02.172434487,2023-01-17 19:57:02.172434487,16,Station C,Station C,member,Lincoln Park,60615,January,Tuesday
RID100232,2023-01-17 21:25:53.350670134,2023-01-17 22:08:53.350670134,43,Station C,Station B,member,Downtown,60601,January,Tuesday
RID100233,2023-01-17 23:10:44.528905781,2023-01-17 23:16:44.528905781,6,Station D,Station C,member,Lincoln Park,60615,January,Tuesday
RID100234,2023-01-18 00:55:35.707141428,2023-01-18 01:02:35.707141428,7,Station B,Station D,casual,Downtown,60614,January,Wednesday
RID100235,2023-01-18 02:40:26.885377075,2023-01-18 03:33:26.885377075,53,Station C,Station D,member,Wicker Park,60601,January,Wednesday
RID100236,2023-01-18 04:25:18.063612722,2023-01-18 05:06:18.063612722,41,Station B,Station B,member,Lincoln Park,60601,January,Wednesday
RID100237,2023-01-18 06:10:09.241848369,2023-01-18 07:03:09.241848369,53,Station C,Station C,casual,Wicker Park,60622,January,Wednesday
RID100238,2023-01-18 07:55:00.420084017,2023-01-18 08:16:00.420084017,21,Station D,Station B,casual,Hyde Park,60614,January,Wednesday
RID100239,2023-01-18 09:39:51.598319664,2023-01-18 10:32:51.598319664,53,Station D,Station A,member,Lincoln Park,60615,January,Wednesday
RID100240,2023-01-18 11:24:42.776555311,2023-01-18 11:30:42.776555311,6,Station B,Station A,casual,Wicker Park,60601,January,Wednesday
RID100241,2023-01-18 13:09:33.954790958,2023-01-18 13:15:33.954790958,6,Station C,Station A,casual,Downtown,60601,January,Wednesday
RID100242,2023-01-18 14:54:25.133026605,2023-01-18 15:26:25.133026605,32,Station A,Station C,member,Wicker Park,60615,January,Wednesday
RID100243,2023-01-18 16:39:16.311262252,2023-01-18 17:37:16.311262252,58,Station D,Station A,casual,Lincoln Park,60615,January,Wednesday
RID100244,2023-01-18 18:24:07.489497899,2023-01-18 18:51:07.489497899,27,Station B,Station B,casual,Wicker Park,60601,January,Wednesday
RID100245,2023-01-18 20:08:58.667733546,2023-01-18 20:49:58.667733546,41,Station B,Station C,member,Downtown,60615,January,Wednesday
RID100246,2023-01-18 21:53:49.845969194,2023-01-18 22:29:49.845969194,36,Station C,Station B,casual,Downtown,60622,January,Wednesday
RID100247,2023-01-18 23:38:41.024204841,2023-01-19 00:15:41.024204841,37,Station B,Station D,member,Downtown,60601,January,Wednesday
RID100248,2023-01-19 01:23:32.202440488,2023-01-19 01:28:32.202440488,5,Station D,Station C,member,Hyde Park,60622,January,Thursday
RID100249,2023-01-19 03:08:23.380676135,2023-01-19 03:31:23.380676135,23,Station B,Station B,casual,Lincoln Park,60614,January,Thursday
RID100250,2023-01-19 04:53:14.558911782,2023-01-19 04:59:14.558911782,6,Station B,Station B,casual,Downtown,60622,January,Thursday
RID100251,2023-01-19 06:38:05.737147429,2023-01-19 07:35:05.737147429,57,Station A,Station C,casual,Hyde Park,60615,January,Thursday
RID100252,2023-01-19 08:22:56.915383076,2023-01-19 09:10:56.915383076,48,Station A,Station D,member,Downtown,60601,January,Thursday
RID100253,2023-01-19 10:07:48.093618723,2023-01-19 10:37:48.093618723,30,Station D,Station C,casual,Wicker Park,60622,January,Thursday
RID100254,2023-01-19 11:52:39.271854371,2023-01-19 12:28:39.271854371,36,Station C,Station A,member,Lincoln Park,60615,January,Thursday
RID100255,2023-01-19 13:37:30.450090018,2023-01-19 13:47:30.450090018,10,Station A,Station A,casual,Wicker Park,60615,January,Thursday
RID100256,2023-01-19 15:22:21.628325665,2023-01-19 15:58:21.628325665,36,Station C,Station D,casual,Hyde Park,60622,January,Thursday
RID100257,2023-01-19 17:07:12.806561312,2023-01-19 18:06:12.806561312,59,Station D,Station B,casual,Wicker Park,60601,January,Thursday
RID100258,2023-01-19 18:52:03.984796959,2023-01-19 19:00:03.984796959,8,Station A,Station B,member,Wicker Park,60622,January,Thursday
RID100259,2023-01-19 20:36:55.163032606,2023-01-19 21:35:55.163032606,59,Station C,Station B,casual,Downtown,60614,January,Thursday
RID100260,2023-01-19 22:21:46.341268253,2023-01-19 22:36:46.341268253,15,Station A,Station C,casual,Wicker Park,60622,January,Thursday
RID100261,2023-01-20 00:06:37.519503901,2023-01-20 00:27:37.519503901,21,Station D,Station C,member,Downtown,60622,January,Friday
RID100262,2023-01-20 01:51:28.697739548,2023-01-20 02:33:28.697739548,42,Station D,Station D,member,Downtown,60601,January,Friday
RID100263,2023-01-20 03:36:19.875975195,2023-01-20 04:04:19.875975195,28,Station A,Station A,casual,Lincoln Park,60622,January,Friday
RID100264,2023-01-20 05:21:11.054210842,2023-01-20 05:30:11.054210842,9,Station C,Station B,casual,Hyde Park,60615,January,Friday
RID100265,2023-01-20 07:06:02.232446489,2023-01-20 08:02:02.232446489,56,Station B,Station A,casual,Hyde Park,60601,January,Friday
RID100266,2023-01-20 08:50:53.410682136,2023-01-20 09:28:53.410682136,38,Station B,Station C,member,Hyde Park,60615,January,Friday
RID100267,2023-01-20 10:35:44.588917783,2023-01-20 10:45:44.588917783,10,Station A,Station C,member,Downtown,60601,January,Friday
RID100268,2023-01-20 12:20:35.767153430,2023-01-20 12:46:35.767153430,26,Station C,Station C,member,Hyde Park,60614,January,Friday
RID100269,2023-01-20 14:05:26.945389078,2023-01-20 14:20:26.945389078,15,Station B,Station A,member,Downtown,60614,January,Friday
RID100270,2023-01-20 15:50:18.123624725,2023-01-20 16:42:18.123624725,52,Station D,Station D,casual,Lincoln Park,60614,January,Friday
RID100271,2023-01-20 17:35:09.301860372,2023-01-20 17:55:09.301860372,20,Station C,Station D,member,Hyde Park,60622,January,Friday
RID100272,2023-01-20 19:20:00.480096019,2023-01-20 19:57:00.480096019,37,Station B,Station C,member,Downtown,60614,January,Friday
RID100273,2023-01-20 21:04:51.658331666,2023-01-20 21:17:51.658331666,13,Station C,Station B,member,Hyde Park,60601,January,Friday
RID100274,2023-01-20 22:49:42.836567313,2023-01-20 22:59:42.836567313,10,Station A,Station A,casual,Hyde Park,60614,January,Friday
RID100275,2023-01-21 00:34:34.014802960,2023-01-21 00:54:34.014802960,20,Station C,Station C,casual,Lincoln Park,60601,January,Saturday
RID100276,2023-01-21 02:19:25.193038607,2023-01-21 02:52:25.193038607,33,Station B,Station A,member,Wicker Park,60615,January,Saturday
RID100277,2023-01-21 04:04:16.371274255,2023-01-21 04:11:16.371274255,7,Station A,Station A,member,Hyde Park,60622,January,Saturday
RID100278,2023-01-21 05:49:07.549509902,2023-01-21 06:13:07.549509902,24,Station C,Station D,casual,Lincoln Park,60615,January,Saturday
RID100279,2023-01-21 07:33:58.727745549,2023-01-21 08:13:58.727745549,40,Station D,Station C,casual,Hyde Park,60615,January,Saturday
RID100280,2023-01-21 09:18:49.905981196,2023-01-21 09:41:49.905981196,23,Station B,Station D,casual,Hyde Park,60614,January,Saturday
RID100281,2023-01-21 11:03:41.084216843,2023-01-21 11:33:41.084216843,30,Station A,Station C,casual,Hyde Park,60614,January,Saturday
RID100282,2023-01-21 12:48:32.262452490,2023-01-21 12:55:32.262452490,7,Station C,Station A,casual,Hyde Park,60614,January,Saturday
RID100283,2023-01-21 14:33:23.440688137,2023-01-21 14:56:23.440688137,23,Station D,Station D,casual,Wicker Park,60615,January,Saturday
RID100284,2023-01-21 16:18:14.618923785,2023-01-21 16:42:14.618923785,24,Station B,Station A,casual,Wicker Park,60622,January,Saturday
RID100285,2023-01-21 18:03:05.797159432,2023-01-21 18:39:05.797159432,36,Station D,Station C,casual,Hyde Park,60622,January,Saturday
RID100286,2023-01-21 19:47:56.975395079,2023-01-21 19:58:56.975395079,11,Station C,Station B,member,Hyde Park,60615,January,Saturday
RID100287,2023-01-21 21:32:48.153630726,2023-01-21 22:28:48.153630726,56,Station C,Station D,member,Lincoln Park,60622,January,Saturday
RID100288,2023-01-21 23:17:39.331866373,2023-01-22 00:02:39.331866373,45,Station A,Station D,member,Lincoln Park,60615,January,Saturday
RID100289,2023-01-22 01:02:30.510102020,2023-01-22 01:39:30.510102020,37,Station D,Station A,member,Downtown,60615,January,Sunday
RID100290,2023-01-22 02:47:21.688337667,2023-01-22 03:31:21.688337667,44,Station A,Station A,member,Wicker Park,60622,January,Sunday
RID100291,2023-01-22 04:32:12.866573314,2023-01-22 05:15:12.866573314,43,Station B,Station B,member,Hyde Park,60601,January,Sunday
RID100292,2023-01-22 06:17:04.044808962,2023-01-22 06:39:04.044808962,22,Station A,Station D,casual,Wicker Park,60601,January,Sunday
RID100293,2023-01-22 08:01:55.223044609,2023-01-22 08:45:55.223044609,44,Station B,Station C,casual,Lincoln Park,60614,January,Sunday
RID100294,2023-01-22 09:46:46.401280256,2023-01-22 09:51:46.401280256,5,Station C,Station C,member,Wicker Park,60622,January,Sunday
RID100295,2023-01-22 11:31:37.579515903,2023-01-22 11:46:37.579515903,15,Station C,Station D,member,Wicker Park,60614,January,Sunday
RID100296,2023-01-22 13:16:28.757751550,2023-01-22 13:48:28.757751550,32,Station D,Station D,casual,Hyde Park,60615,January,Sunday
RID100297,2023-01-22 15:01:19.935987197,2023-01-22 15:30:19.935987197,29,Station B,Station D,casual,Hyde Park,60601,January,Sunday
RID100298,2023-01-22 16:46:11.114222844,2023-01-22 17:40:11.114222844,54,Station C,Station B,casual,Lincoln Park,60622,January,Sunday
RID100299,2023-01-22 18:31:02.292458491,2023-01-22 18:58:02.292458491,27,Station D,Station C,member,Hyde Park,60622,January,Sunday
RID100300,2023-01-22 20:15:53.470694139,2023-01-22 20:50:53.470694139,35,Station D,Station C,casual,Lincoln Park,60622,January,Sunday
RID100301,2023-01-22 22:00:44.648929786,2023-01-22 22:34:44.648929786,34,Station A,Station A,member,Lincoln Park,60601,January,Sunday
RID100302,2023-01-22 23:45:35.827165433,2023-01-23 00:31:35.827165433,46,Station D,Station A,member,Downtown,60614,January,Sunday
RID100303,2023-01-23 01:30:27.005401080,2023-01-23 02:09:27.005401080,39,Station C,Station D,casual,Downtown,60601,January,Monday
RID100304,2023-01-23 03:15:18.183636727,2023-01-23 03:26:18.183636727,11,Station A,Station A,casual,Downtown,60614,January,Monday
RID100305,2023-01-23 05:00:09.361872374,2023-01-23 05:20:09.361872374,20,Station B,Station B,member,Wicker Park,60615,January,Monday
RID100306,2023-01-23 06:45:00.540108021,2023-01-23 07:15:00.540108021,30,Station B,Station C,casual,Downtown,60615,January,Monday
RID100307,2023-01-23 08:29:51.718343668,2023-01-23 09:21:51.718343668,52,Station C,Station C,casual,Hyde Park,60614,January,Monday
RID100308,2023-01-23 10:14:42.896579316,2023-01-23 11:10:42.896579316,56,Station C,Station A,member,Hyde Park,60615,January,Monday
RID100309,2023-01-23 11:59:34.074814963,2023-01-23 12:52:34.074814963,53,Station A,Station D,casual,Downtown,60615,January,Monday
RID100310,2023-01-23 13:44:25.253050610,2023-01-23 13:50:25.253050610,6,Station A,Station A,member,Wicker Park,60622,January,Monday
RID100311,2023-01-23 15:29:16.431286257,2023-01-23 15:34:16.431286257,5,Station C,Station D,member,Lincoln Park,60622,January,Monday
RID100312,2023-01-23 17:14:07.609521904,2023-01-23 18:06:07.609521904,52,Station C,Station B,casual,Wicker Park,60601,January,Monday
RID100313,2023-01-23 18:58:58.787757551,2023-01-23 19:14:58.787757551,16,Station B,Station C,member,Wicker Park,60601,January,Monday
RID100314,2023-01-23 20:43:49.965993198,2023-01-23 20:52:49.965993198,9,Station B,Station B,member,Lincoln Park,60601,January,Monday
RID100315,2023-01-23 22:28:41.144228846,2023-01-23 23:09:41.144228846,41,Station B,Station C,casual,Lincoln Park,60622,January,Monday
RID100316,2023-01-24 00:13:32.322464493,2023-01-24 00:49:32.322464493,36,Station C,Station B,casual,Lincoln Park,60601,January,Tuesday
RID100317,2023-01-24 01:58:23.500700140,2023-01-24 02:57:23.500700140,59,Station D,Station A,casual,Hyde Park,60601,January,Tuesday
RID100318,2023-01-24 03:43:14.678935787,2023-01-24 03:56:14.678935787,13,Station C,Station B,member,Lincoln Park,60622,January,Tuesday
RID100319,2023-01-24 05:28:05.857171434,2023-01-24 06:13:05.857171434,45,Station C,Station B,member,Lincoln Park,60614,January,Tuesday
RID100320,2023-01-24 07:12:57.035407081,2023-01-24 07:51:57.035407081,39,Station B,Station A,casual,Wicker Park,60622,January,Tuesday
RID100321,2023-01-24 08:57:48.213642728,2023-01-24 09:20:48.213642728,23,Station C,Station C,member,Wicker Park,60614,January,Tuesday
RID100322,2023-01-24 10:42:39.391878375,2023-01-24 11:34:39.391878375,52,Station A,Station C,casual,Downtown,60622,January,Tuesday
RID100323,2023-01-24 12:27:30.570114023,2023-01-24 12:47:30.570114023,20,Station C,Station A,casual,Wicker Park,60601,January,Tuesday
RID100324,2023-01-24 14:12:21.748349670,2023-01-24 14:19:21.748349670,7,Station C,Station B,member,Lincoln Park,60615,January,Tuesday
RID100325,2023-01-24 15:57:12.926585317,2023-01-24 16:21:12.926585317,24,Station C,Station B,casual,Hyde Park,60615,January,Tuesday
RID100326,2023-01-24 17:42:04.104820964,2023-01-24 18:10:04.104820964,28,Station C,Station B,member,Wicker Park,60614,January,Tuesday
RID100327,2023-01-24 19:26:55.283056611,2023-01-24 20:24:55.283056611,58,Station D,Station D,member,Wicker Park,60614,January,Tuesday
RID100328,2023-01-24 21:11:46.461292258,2023-01-24 21:48:46.461292258,37,Station C,Station C,casual,Lincoln Park,60614,January,Tuesday
RID100329,2023-01-24 22:56:37.639527905,2023-01-24 23:24:37.639527905,28,Station A,Station B,member,Wicker Park,60615,January,Tuesday
RID100330,2023-01-25 00:41:28.817763552,2023-01-25 01:37:28.817763552,56,Station A,Station C,casual,Wicker Park,60614,January,Wednesday
RID100331,2023-01-25 02:26:19.995999200,2023-01-25 02:41:19.995999200,15,Station C,Station B,member,Lincoln Park,60622,January,Wednesday
RID100332,2023-01-25 04:11:11.174234847,2023-01-25 05:04:11.174234847,53,Station B,Station A,member,Wicker Park,60622,January,Wednesday
RID100333,2023-01-25 05:56:02.352470494,2023-01-25 06:08:02.352470494,12,Station D,Station A,member,Hyde Park,60615,January,Wednesday
RID100334,2023-01-25 07:40:53.530706141,2023-01-25 08:20:53.530706141,40,Station C,Station C,casual,Downtown,60622,January,Wednesday
RID100335,2023-01-25 09:25:44.708941788,2023-01-25 10:07:44.708941788,42,Station C,Station C,member,Wicker Park,60614,January,Wednesday
RID100336,2023-01-25 11:10:35.887177435,2023-01-25 11:54:35.887177435,44,Station C,Station A,casual,Hyde Park,60615,January,Wednesday
RID100337,2023-01-25 12:55:27.065413082,2023-01-25 13:19:27.065413082,24,Station B,Station D,member,Wicker Park,60614,January,Wednesday
