ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code
RIDE100272,2023-04-09,2023-04-09 01:40:00,100.0,Station A,Station B,member,Lincoln Park,60640
RIDE100273,2023-04-08,2023-04-08 01:27:00,87.0,Station B,Station D,member,Lincoln Park,60622
RIDE100274,2023-10-02,2023-10-02 01:16:00,76.0,Station B,Station C,member,Lincoln Park,60622
RIDE100275,2023-08-18,2023-08-18 00:54:00,54.0,Station E,Station A,member,Downtown,60615
RIDE100276,2023-03-13,2023-03-13 00:35:00,35.0,Station B,Station C,member,Downtown,60622
RIDE100277,2023-08-05,2023-08-05 01:10:00,70.0,Station E,Station D,casual,Downtown,60615
RIDE100278,2023-04-04,2023-04-04 01:45:00,105.0,Station D,Station B,member,Hyde Park,60601
RIDE100279,2023-05-23,2023-05-23 01:46:00,106.0,Station C,Station D,casual,Wicker Park,60614
RIDE100280,2023-08-25,2023-08-25 01:47:00,107.0,Station D,Station D,member,Lincoln Park,60601
RIDE100281,2023-05-08,2023-05-08 01:34:00,94.0,Station D,Station E,member,Uptown,60614
RIDE100282,2023-02-08,2023-02-08 00:41:00,41.0,Station B,Station D,casual,Lincoln Park,60601
RIDE100283,2023-08-15,2023-08-15 01:33:00,93.0,Station C,Station B,casual,Downtown,60615
RIDE100284,2023-10-09,2023-10-09 01:30:00,90.0,Station B,Station A,casual,Lincoln Park,60640
RIDE100285,2023-02-20,2023-02-20 00:11:00,11.0,Station E,Station C,member,Uptown,60601
RIDE100286,2023-01-26,2023-01-26 00:53:00,53.0,Station C,Station C,member,Hyde Park,60601
RIDE100287,2023-11-30,2023-11-30 00:54:00,54.0,Station C,Station E,casual,Uptown,60622
RIDE100288,2023-10-04,2023-10-04 00:58:00,58.0,Station B,Station B,casual,Lincoln Park,60601
RIDE100289,2023-01-08,2023-01-08 01:45:00,105.0,Station A,Station D,member,Wicker Park,60622
RIDE100290,2023-02-17,2023-02-17 01:32:00,92.0,Station D,Station A,casual,Wicker Park,60622
RIDE100291,2023-05-02,2023-05-02 00:45:00,45.0,Station C,Station E,casual,Wicker Park,60622
RIDE100292,2023-03-27,2023-03-27 01:15:00,75.0,Station B,Station C,casual,Uptown,60615
RIDE100293,2023-07-28,2023-07-28 00:11:00,11.0,Station D,Station C,casual,Downtown,60615
RIDE100294,2023-09-06,2023-09-06 00:06:00,6.0,Station D,Station C,member,Uptown,60601
RIDE100295,2023-09-04,2023-09-04 01:40:00,100.0,Station E,Station D,member,Uptown,60640
RIDE100296,2023-04-20,2023-04-20 00:37:00,37.0,Station B,Station D,member,Wicker Park,60640
RIDE100297,2023-07-25,2023-07-25 00:30:00,30.0,Station A,Station D,casual,Lincoln Park,60614
RIDE100298,2023-01-31,2023-01-31 01:24:00,84.0,Station A,Station D,casual,Uptown,60640
RIDE100299,2023-03-26,2023-03-26 01:56:00,116.0,Station E,Station D,casual,Downtown,60614
RIDE100300,2023-07-14,2023-07-14 01:44:00,104.0,Station E,Station C,casual,Downtown,60601
RIDE100301,2023-01-02,2023-01-02 01:55:00,115.0,Station B,Station A,member,Wicker Park,60640
RIDE100302,2023-07-19,2023-07-19 01:56:00,116.0,Station A,Station C,member,Wicker Park,60601
RIDE100303,2023-05-16,2023-05-16 01:01:00,61.0,Station D,Station D,member,Downtown,60615
RIDE100304,2023-08-21,2023-08-21 01:51:00,111.0,Station B,Station B,member,Uptown,60640
RIDE100305,2023-05-27,2023-05-27 00:33:00,33.0,Station C,Station C,member,Wicker Park,60640
RIDE100306,2023-08-05,2023-08-05 01:26:00,86.0,Station B,Station A,member,Lincoln Park,60622
RIDE100307,2023-12-23,2023-12-23 01:35:00,95.0,Station A,Station C,casual,Lincoln Park,60614
RIDE100308,2023-10-12,2023-10-12 01:35:00,95.0,Station D,Station D,casual,Hyde Park,60601
RIDE100309,2023-12-05,2023-12-05 01:27:00,87.0,Station E,Station D,member,Lincoln Park,60614
RIDE100310,2023-09-07,2023-09-07 00:52:00,52.0,Station D,Station B,member,Uptown,60615
RIDE100311,2023-03-21,2023-03-21 01:41:00,101.0,Station E,Station E,member,Downtown,60622
RIDE100312,2023-04-08,2023-04-08 01:20:00,80.0,Station C,Station B,member,Lincoln Park,60601
RIDE100313,2023-06-01,2023-06-01 01:14:00,74.0,Station B,Station E,member,Uptown,60614
RIDE100314,2023-04-22,2023-04-22 01:39:00,99.0,Station A,Station B,member,Wicker Park,60615
RIDE100315,2023-01-30,2023-01-30 01:22:00,82.0,Station C,Station A,member,Downtown,60615
RIDE100316,2023-10-24,2023-10-24 00:30:00,30.0,Station B,Station E,member,Uptown,60622
RIDE100317,2023-10-05,2023-10-05 01:44:00,104.0,Station E,Station E,member,Wicker Park,60601
RIDE100318,2023-02-01,2023-02-01 01:37:00,97.0,Station A,Station C,member,Downtown,60614
RIDE100319,2023-06-10,2023-06-10 00:29:00,29.0,Station A,Station B,casual,Uptown,60622
RIDE100320,2023-01-30,2023-01-30 00:42:00,42.0,Station E,Station E,member,Downtown,60601
RIDE100321,2023-01-26,2023-01-26 01:02:00,62.0,Station D,Station E,casual,Uptown,60615
RIDE100322,2023-10-27,2023-10-27 00:27:00,27.0,Station D,Station A,casual,Hyde Park,60601
RIDE100323,2023-09-02,2023-09-02 01:32:00,92.0,Station D,Station A,casual,Wicker Park,60622
RIDE100324,2023-09-15,2023-09-15 00:14:00,14.0,Station A,Station D,member,Lincoln Park,60622
RIDE100325,2023-09-29,2023-09-29 00:28:00,28.0,Station B,Station A,member,Wicker Park,60622
RIDE100326,2023-03-22,2023-03-22 00:27:00,27.0,Station B,Station C,member,Wicker Park,60622
RIDE100327,2023-01-30,2023-01-30 01:39:00,99.0,Station B,Station C,casual,Hyde Park,60614
RIDE100328,2023-09-18,2023-09-18 01:10:00,70.0,Station C,Station E,casual,Downtown,60614
RIDE100329,2023-02-11,2023-02-11 00:20:00,20.0,Station C,Station A,member,Downtown,60615
RIDE100330,2023-04-06,2023-04-06 00:53:00,53.0,Station D,Station A,member,Uptown,60640
RIDE100331,2023-02-05,2023-02-05 00:10:00,10.0,Station D,Station E,member,Lincoln Park,60601
RIDE100332,2023-11-01,2023-11-01 00:59:00,59.0,Station B,Station B,member,Downtown,60640
RIDE100333,2023-02-04,2023-02-04 00:40:00,40.0,Station D,Station C,member,Wicker Park,60601
RIDE100334,2023-12-12,2023-12-12 01:16:00,76.0,Station B,Station E,casual,Downtown,60622
RIDE100335,2023-05-01,2023-05-01 00:38:00,38.0,Station E,Station B,member,Wicker Park,60615
RIDE100336,2023-07-26,2023-07-26 00:21:00,21.0,Station B,Station B,casual,Wicker Park,60622
RIDE100337,2023-03-03,2023-03-03 00:25:00,25.0,Station C,Station E,member,Lincoln Park,60601
RIDE100338,2023-10-19,2023-10-19 01:19:00,79.0,Station B,Station D,casual,Hyde Park,60614
RIDE100339,2023-05-07,2023-05-07 01:53:00,113.0,Station D,Station B,casual,Wicker Park,60615
RIDE100340,2023-10-24,2023-10-24 00:37:00,37.0,Station B,Station C,member,Wicker Park,60614
RIDE100341,2023-11-01,2023-11-01 00:05:00,5.0,Station D,Station B,casual,Wicker Park,60614
RIDE100342,2023-01-21,2023-01-21 00:47:00,47.0,Station B,Station C,casual,Uptown,60622
RIDE100343,2023-11-14,2023-11-14 01:04:00,64.0,Station A,Station C,member,Wicker Park,60614
RIDE100344,2023-02-11,2023-02-11 01:35:00,95.0,Station C,Station D,member,Downtown,60601
RIDE100345,2023-08-03,2023-08-03 00:24:00,24.0,Station C,Station B,member,Downtown,60614
RIDE100346,2023-12-03,2023-12-03 00:10:00,10.0,Station B,Station E,member,Uptown,60614
RIDE100347,2023-10-26,2023-10-26 00:24:00,24.0,Station E,Station B,member,Lincoln Park,60601
RIDE100348,2023-10-17,2023-10-17 00:46:00,46.0,Station D,Station A,member,Hyde Park,60640
RIDE100349,2023-09-25,2023-09-25 01:21:00,81.0,Station B,Station A,member,Wicker Park,60601
RIDE100350,2023-06-11,2023-06-11 00:11:00,11.0,Station C,Station A,casual,Wicker Park,60601
RIDE100351,2023-05-14,2023-05-14 01:44:00,104.0,Station E,Station E,member,Hyde Park,60640
RIDE100352,2023-04-15,2023-04-15 01:25:00,85.0,Station D,Station A,member,Wicker Park,60640
RIDE100353,2023-12-09,2023-12-09 01:23:00,83.0,Station A,Station E,member,Hyde Park,60622
RIDE100354,2023-06-10,2023-06-10 01:52:00,112.0,Station A,Station D,member,Uptown,60601
RIDE100355,2023-05-03,2023-05-03 01:29:00,89.0,Station D,Station D,casual,Hyde Park,60614
RIDE100356,2023-05-16,2023-05-16 00:43:00,43.0,Station B,Station A,member,Uptown,60640
RIDE100357,2023-07-22,2023-07-22 01:07:00,67.0,Station C,Station B,casual,Wicker Park,60622
RIDE100358,2023-03-09,2023-03-09 01:46:00,106.0,Station D,Station C,casual,Wicker Park,60622
RIDE100359,2023-12-10,2023-12-10 01:18:00,78.0,Station B,Station C,member,Lincoln Park,60622
RIDE100360,2023-11-27,2023-11-27 01:15:00,75.0,Station D,Station A,member,Downtown,60614
RIDE100361,2023-06-03,2023-06-03 00:50:00,50.0,Station D,Station B,member,Hyde Park,60615
RIDE100362,2023-08-23,2023-08-23 00:14:00,14.0,Station E,Station B,casual,Lincoln Park,60622
RIDE100363,2023-06-11,2023-06-11 01:45:00,105.0,Station C,Station A,casual,Downtown,60614
RIDE100364,2023-02-07,2023-02-07 01:35:00,95.0,Station A,Station C,casual,Uptown,60615
RIDE100365,2023-01-05,2023-01-05 00:45:00,45.0,Station A,Station A,member,Lincoln Park,60615
RIDE100366,2023-08-23,2023-08-23 01:12:00,72.0,Station E,Station D,casual,Lincoln Park,60622
RIDE100367,2023-11-15,2023-11-15 00:33:00,33.0,Station A,Station D,casual,Wicker Park,60614
RIDE100368,2023-10-16,2023-10-16 00:28:00,28.0,Station A,Station B,casual,Lincoln Park,60622
RIDE100369,2023-02-21,2023-02-21 01:11:00,71.0,Station C,Station C,member,Hyde Park,60640
RIDE100370,2023-02-07,2023-02-07 00:13:00,13.0,Station B,Station A,member,Uptown,60615
RIDE100371,2023-10-03,2023-10-03 01:45:00,105.0,Station D,Station A,member,Hyde Park,60622
RIDE100372,2023-04-20,2023-04-20 01:09:00,69.0,Station C,Station A,casual,Hyde Park,60640
RIDE100373,2023-09-17,2023-09-17 00:25:00,25.0,Station E,Station E,casual,Wicker Park,60622
RIDE100374,2023-05-16,2023-05-16 00:58:00,58.0,Station E,Station D,casual,Uptown,60622
RIDE100375,2023-03-09,2023-03-09 01:14:00,74.0,Station A,Station A,member,Downtown,60622
RIDE100376,2023-06-28,2023-06-28 01:13:00,73.0,Station A,Station A,member,Downtown,60622
RIDE100377,2023-02-05,2023-02-05 00:56:00,56.0,Station C,Station E,member,Downtown,60640
RIDE100378,2023-05-06,2023-05-06 00:16:00,16.0,Station E,Station E,casual,Uptown,60614
RIDE100379,2023-07-09,2023-07-09 00:49:00,49.0,Station E,Station B,member,Uptown,60615
RIDE100380,2023-05-26,2023-05-26 00:33:00,33.0,Station D,Station A,casual,Downtown,60615
RIDE100381,2023-03-22,2023-03-22 01:58:00,118.0,Station C,Station E,casual,Uptown,60622
RIDE100382,2023-08-13,2023-08-13 00:32:00,32.0,Station D,Station D,casual,Lincoln Park,60615
RIDE100383,2023-10-06,2023-10-06 01:29:00,89.0,Station C,Station B,member,Uptown,60601
RIDE100384,2023-12-27,2023-12-27 00:47:00,47.0,Station B,Station E,casual,Wicker Park,60601
RIDE100385,2023-06-04,2023-06-04 00:47:00,47.0,Station E,Station C,casual,Wicker Park,60640
RIDE100386,2023-11-10,2023-11-10 00:51:00,51.0,Station A,Station C,member,Hyde Park,60640
RIDE100387,2023-12-01,2023-12-01 00:42:00,42.0,Station E,Station D,member,Downtown,60614
RIDE100388,2023-09-28,2023-09-28 00:32:00,32.0,Station B,Station E,member,Lincoln Park,60614
RIDE100389,2023-01-05,2023-01-05 01:41:00,101.0,Station C,Station A,member,Downtown,60615
RIDE100390,2023-12-08,2023-12-08 01:24:00,84.0,Station B,Station C,casual,Lincoln Park,60640
RIDE100391,2023-10-11,2023-10-11 01:12:00,72.0,Station E,Station C,member,Uptown,60601
RIDE100392,2023-06-03,2023-06-03 01:05:00,65.0,Station D,Station D,casual,Wicker Park,60601
RIDE100393,2023-12-06,2023-12-06 01:16:00,76.0,Station C,Station B,casual,Uptown,60640
RIDE100394,2023-02-23,2023-02-23 01:50:00,110.0,Station D,Station A,casual,Hyde Park,60601
RIDE100395,2023-03-10,2023-03-10 01:41:00,101.0,Station B,Station C,member,Uptown,60622
RIDE100396,2023-05-16,2023-05-16 01:28:00,88.0,Station A,Station E,casual,Downtown,60640
RIDE100397,2023-03-01,2023-03-01 00:06:00,6.0,Station C,Station D,casual,Uptown,60601
RIDE100398,2023-02-24,2023-02-24 00:19:00,19.0,Station E,Station D,member,Uptown,60622
RIDE100399,2023-10-11,2023-10-11 01:30:00,90.0,Station D,Station C,casual,Hyde Park,60615
RIDE100400,2023-03-21,2023-03-21 00:49:00,49.0,Station B,Station D,casual,Downtown,60601
RIDE100401,2023-05-20,2023-05-20 01:02:00,62.0,Station C,Station A,member,Lincoln Park,60601
RIDE100402,2023-05-25,2023-05-25 00:35:00,35.0,Station A,Station B,member,Wicker Park,60601
RIDE100403,2023-11-06,2023-11-06 02:00:00,120.0,Station C,Station D,casual,Uptown,60614
RIDE100404,2023-04-18,2023-04-18 01:27:00,87.0,Station A,Station E,member,Uptown,60615
RIDE100405,2023-06-25,2023-06-25 01:23:00,83.0,Station B,Station C,casual,Lincoln Park,60614
RIDE100406,2023-04-15,2023-04-15 01:24:00,84.0,Station D,Station D,member,Lincoln Park,60640
RIDE100407,2023-12-18,2023-12-18 00:36:00,36.0,Station C,Station C,casual,Lincoln Park,60601
RIDE100408,2023-11-21,2023-11-21 00:10:00,10.0,Station C,Station E,casual,Hyde Park,60615
RIDE100409,2023-05-16,2023-05-16 01:32:00,92.0,Station D,Station E,member,Wicker Park,60614
RIDE100410,2023-09-16,2023-09-16 01:58:00,118.0,Station C,Station B,casual,Downtown,60622
RIDE100411,2023-09-08,2023-09-08 00:46:00,46.0,Station C,Station D,casual,Hyde Park,60614
RIDE100412,2023-05-09,2023-05-09 00:53:00,53.0,Station E,Station A,member,Hyde Park,60640
RIDE100413,2023-01-27,2023-01-27 01:46:00,106.0,Station C,Station D,casual,Lincoln Park,60640
RIDE100414,2023-02-17,2023-02-17 00:19:00,19.0,Station E,Station D,member,Hyde Park,60622
RIDE100415,2023-11-21,2023-11-21 00:54:00,54.0,Station C,Station C,member,Downtown,60601
RIDE100416,2023-08-05,2023-08-05 00:37:00,37.0,Station D,Station E,casual,Wicker Park,60622
RIDE100417,2023-05-22,2023-05-22 01:14:00,74.0,Station B,Station A,member,Downtown,60614
RIDE100418,2023-01-23,2023-01-23 01:37:00,97.0,Station C,Station D,casual,Lincoln Park,60614
RIDE100419,2023-01-02,2023-01-02 00:41:00,41.0,Station D,Station B,member,Wicker Park,60640
RIDE100420,2023-06-20,2023-06-20 00:08:00,8.0,Station B,Station E,member,Downtown,60622
RIDE100421,2023-03-08,2023-03-08 01:11:00,71.0,Station E,Station A,casual,Uptown,60615
RIDE100422,2023-11-23,2023-11-23 01:50:00,110.0,Station D,Station D,casual,Downtown,60614
RIDE100423,2023-05-15,2023-05-15 01:43:00,103.0,Station A,Station B,casual,Uptown,60614
RIDE100424,2023-03-24,2023-03-24 00:52:00,52.0,Station B,Station D,member,Hyde Park,60640
RIDE100425,2023-08-15,2023-08-15 01:10:00,70.0,Station B,Station C,member,Uptown,60614
RIDE100426,2023-10-10,2023-10-10 01:47:00,107.0,Station A,Station D,member,Hyde Park,60614
RIDE100427,2023-12-28,2023-12-28 01:10:00,70.0,Station B,Station E,member,Hyde Park,60614
RIDE100428,2023-08-07,2023-08-07 01:02:00,62.0,Station B,Station A,member,Downtown,60614
RIDE100429,2023-10-15,2023-10-15 01:07:00,67.0,Station A,Station C,casual,Lincoln Park,60622
RIDE100430,2023-01-05,2023-01-05 00:10:00,10.0,Station D,Station C,member,Hyde Park,60601
RIDE100431,2023-02-27,2023-02-27 00:42:00,42.0,Station C,Station B,member,Hyde Park,60622
RIDE100432,2023-02-08,2023-02-08 01:59:00,119.0,Station B,Station A,casual,Uptown,60614
RIDE100433,2023-12-20,2023-12-20 01:28:00,88.0,Station D,Station A,casual,Hyde Park,60614
RIDE100434,2023-03-18,2023-03-18 00:29:00,29.0,Station D,Station E,member,Wicker Park,60615
RIDE100435,2023-10-07,2023-10-07 00:46:00,46.0,Station A,Station B,member,Hyde Park,60614
RIDE100436,2023-01-19,2023-01-19 01:10:00,70.0,Station D,Station B,casual,Lincoln Park,60601
RIDE100437,2023-07-09,2023-07-09 00:15:00,15.0,Station A,Station D,casual,Wicker Park,60622
RIDE100438,2023-10-26,2023-10-26 00:17:00,17.0,Station D,Station E,member,Wicker Park,60640
RIDE100439,2023-10-10,2023-10-10 00:26:00,26.0,Station C,Station B,casual,Uptown,60615
RIDE100440,2023-03-17,2023-03-17 01:43:00,103.0,Station E,Station A,casual,Lincoln Park,60615
RIDE100441,2023-08-09,2023-08-09 01:13:00,73.0,Station D,Station B,member,Uptown,60601
RIDE100442,2023-03-07,2023-03-07 01:13:00,73.0,Station D,Station D,member,Lincoln Park,60640
RIDE100443,2023-01-22,2023-01-22 00:05:00,5.0,Station D,Station E,casual,Lincoln Park,60622
RIDE100444,2023-06-07,2023-06-07 01:25:00,85.0,Station A,Station D,member,Lincoln Park,60640
RIDE100445,2023-07-06,2023-07-06 00:13:00,13.0,Station B,Station E,member,Downtown,60615
RIDE100446,2023-01-21,2023-01-21 00:31:00,31.0,Station A,Station E,casual,Lincoln Park,60622
RIDE100447,2023-07-03,2023-07-03 01:30:00,90.0,Station C,Station B,casual,Downtown,60615
RIDE100448,2023-04-18,2023-04-18 01:25:00,85.0,Station A,Station A,member,Uptown,60601
RIDE100449,2023-12-16,2023-12-16 01:44:00,104.0,Station B,Station D,member,Uptown,60601
RIDE100450,2023-05-08,2023-05-08 00:32:00,32.0,Station C,Station C,member,Downtown,60640
RIDE100451,2023-12-08,2023-12-08 01:55:00,115.0,Station B,Station D,member,Uptown,60640
RIDE100452,2023-02-22,2023-02-22 01:32:00,92.0,Station B,Station C,casual,Lincoln Park,60615
RIDE100453,2023-07-01,2023-07-01 00:59:00,59.0,Station E,Station C,casual,Downtown,60615
RIDE100454,2023-10-14,2023-10-14 01:51:00,111.0,Station C,Station B,member,Downtown,60601
RIDE100455,2023-07-28,2023-07-28 00:18:00,18.0,Station E,Station A,casual,Lincoln Park,60640
RIDE100456,2023-11-14,2023-11-14 00:31:00,31.0,Station E,Station C,casual,Lincoln Park,60622
RIDE100457,2023-03-21,2023-03-21 01:13:00,73.0,Station B,Station E,casual,Wicker Park,60614
RIDE100458,2023-05-02,2023-05-02 01:51:00,111.0,Station E,Station E,member,Lincoln Park,60615
RIDE100459,2023-03-25,2023-03-25 01:34:00,94.0,Station A,Station D,member,Uptown,60601
RIDE100460,2023-04-01,2023-04-01 01:57:00,117.0,Station E,Station A,member,Hyde Park,60614
RIDE100461,2023-07-31,2023-07-31 01:39:00,99.0,Station E,Station C,casual,Hyde Park,60640
RIDE100462,2023-01-13,2023-01-13 01:44:00,104.0,Station B,Station B,member,Wicker Park,60615
RIDE100463,2023-04-02,2023-04-02 01:00:00,60.0,Station D,Station E,casual,Lincoln Park,60622
RIDE100464,2023-06-20,2023-06-20 01:27:00,87.0,Station A,Station D,casual,Downtown,60622
RIDE100465,2023-07-30,2023-07-30 01:49:00,109.0,Station B,Station E,member,Wicker Park,60615
RIDE100466,2023-12-09,2023-12-09 00:14:00,14.0,Station D,Station D,member,Downtown,60614
RIDE100467,2023-05-08,2023-05-08 01:40:00,100.0,Station A,Station C,casual,Lincoln Park,60640
RIDE100468,2023-05-17,2023-05-17 01:32:00,92.0,Station C,Station B,casual,Hyde Park,60622
RIDE100469,2023-03-23,2023-03-23 00:24:00,24.0,Station A,Station C,member,Wicker Park,60601
RIDE100470,2023-12-26,2023-12-26 00:08:00,8.0,Station C,Station D,casual,Lincoln Park,60615
RIDE100471,2023-02-25,2023-02-25 01:03:00,63.0,Station A,Station D,member,Lincoln Park,60622
RIDE100472,2023-07-15,2023-07-15 01:36:00,96.0,Station D,Station E,casual,Downtown,60622
RIDE100473,2023-01-20,2023-01-20 00:47:00,47.0,Station C,Station E,casual,Downtown,60640
RIDE100474,2023-08-29,2023-08-29 00:09:00,9.0,Station E,Station A,casual,Lincoln Park,60601
RIDE100475,2023-04-24,2023-04-24 00:16:00,16.0,Station A,Station A,member,Downtown,60601
RIDE100476,2023-04-13,2023-04-13 00:14:00,14.0,Station C,Station D,casual,Lincoln Park,60614
RIDE100477,2023-08-24,2023-08-24 00:11:00,11.0,Station B,Station A,casual,Hyde Park,60601
RIDE100478,2023-06-29,2023-06-29 00:27:00,27.0,Station A,Station D,casual,Wicker Park,60614
RIDE100479,2023-06-06,2023-06-06 01:46:00,106.0,Station A,Station B,member,Hyde Park,60622
RIDE100480,2023-04-27,2023-04-27 00:37:00,37.0,Station D,Station A,member,Hyde Park,60601
RIDE100481,2023-04-25,2023-04-25 01:16:00,76.0,Station D,Station B,casual,Hyde Park,60622
RIDE100482,2023-01-13,2023-01-13 00:14:00,14.0,Station D,Station E,member,Hyde Park,60622
RIDE100483,2023-12-04,2023-12-04 01:18:00,78.0,Station C,Station A,casual,Lincoln Park,60640
RIDE100484,2023-04-09,2023-04-09 01:50:00,110.0,Station E,Station B,casual,Lincoln Park,60601
RIDE100485,2023-07-24,2023-07-24 00:34:00,34.0,Station A,Station B,member,Lincoln Park,60615
RIDE100486,2023-06-18,2023-06-18 00:38:00,38.0,Station C,Station D,casual,Uptown,60601
RIDE100487,2023-05-23,2023-05-23 00:57:00,57.0,Station A,Station A,member,Lincoln Park,60640
RIDE100488,2023-02-05,2023-02-05 00:54:00,54.0,Station E,Station A,member,Lincoln Park,60622
RIDE100489,2023-05-23,2023-05-23 01:02:00,62.0,Station D,Station D,member,Downtown,60615
RIDE100490,2023-06-29,2023-06-29 01:25:00,85.0,Station C,Station D,casual,Uptown,60640
RIDE100491,2023-11-25,2023-11-25 00:56:00,56.0,Station E,Station B,casual,Wicker Park,60640
RIDE100492,2023-09-18,2023-09-18 01:00:00,60.0,Station B,Station E,casual,Lincoln Park,60615
RIDE100493,2023-07-24,2023-07-24 00:45:00,45.0,Station B,Station D,casual,Downtown,60601
RIDE100494,2023-12-14,2023-12-14 00:07:00,7.0,Station A,Station B,casual,Lincoln Park,60622
RIDE100495,2023-10-02,2023-10-02 00:54:00,54.0,Station C,Station E,casual,Wicker Park,60601
